Run,Generation,Leg Index,Individual Index,Fitness,Amplitude,Phase,Offset
1,0,0,0,15.225242578858794,"[0.006083248767490501, 0.26847992007496924, 0.06639628461545005]","[4.906513301056186, 4.4136860616377, 2.2581905183761495]","[-0.3676130344422085, 0.06862795422889456, 0.328767772268337]"
1,0,0,1,14.020604067357764,"[0.17204955166722757, 0.026072317204704598, 0.1106152168611858]","[0.4801453047281132, 1.23202482639792, 2.382079114550945]","[0.09103833776170889, 0.4116625244062918, -0.22403609717557027]"
1,0,0,2,13.814331001450206,"[0.006629268979645386, 0.4131455120963706, 0.08799659350186889]","[1.8740487257207632, 2.4479206078640208, 0.26246121860967686]","[0.15835328262426296, 0.47458028240795247, 0.4474825416688407]"
1,0,0,3,14.820989817997997,"[0.03339614262817103, 0.44946619355751843, 0.2824900072013099]","[5.498235585418512, 1.4779722932647241, 2.7166512263705163]","[0.49726876807825904, 0.48395035506198447, 0.4851850923247295]"
1,0,0,4,15.064612169785741,"[0.05723446725559428, 0.17676814524282985, 0.3760911549325474]","[1.2830320306706027, 2.0474651367506143, 0.0843702690172555]","[-0.10811717577037228, -0.2234307960248194, 0.35432600433478567]"
1,0,0,5,15.106899217548023,"[0.3673972893244442, 0.12592388787748332, 0.1703466195179102]","[4.0770518714507205, 4.86403932242625, 1.1352033517867153]","[-0.4353832171756502, -0.10840485397434363, -0.22485802626255225]"
1,0,0,6,14.09142314305296,"[0.4945416260026568, 0.3851174593690648, 0.17884104509698773]","[5.566298823853743, 5.043547254400902, 1.8825702316183455]","[0.4554981418607946, 0.23172281943255524, 0.1296981379333233]"
1,0,0,7,12.907598359990867,"[0.48047527298924586, 0.10003608178872958, 0.014517357417689891]","[2.894515900681968, 4.469147693303943, 2.860515993470262]","[0.1055587724821746, -0.0061148356301355955, 0.21518581348767218]"
1,0,0,8,14.586137278489753,"[0.05502091986377883, 0.49621979002803657, 0.3124521957568414]","[4.867943463465485, 1.552638607089958, 5.446476817322786]","[0.1542915359945003, 0.3240581498327869, -0.22256433942118659]"
1,0,0,9,12.27463610733244,"[0.43319388371003154, 0.4239745827300757, 0.38103848471772345]","[0.8345062941392505, 0.2481247467031618, 6.098572562907197]","[0.10128298997397422, -0.3964801592338594, 0.3158567801615211]"
1,0,0,10,14.7113899827779,"[0.42169831204387254, 0.3416620375457275, 0.16430151989840852]","[1.3122206441663367, 3.9496208982370606, 5.610711746540575]","[0.11842829082384898, -0.18126341262177903, -0.4671929668573064]"
1,0,0,11,14.305420731351408,"[0.2475712655109365, 0.3260028955922739, 0.44553721201591723]","[1.3013226166974052, 5.491503437798849, 1.4986785916000709]","[-0.3536159737761313, 0.08871428267956127, 0.25518265120475436]"
