Run,Generation,Leg Index,Individual Index,Fitness,Amplitude,Phase,Offset
1,0,1,0,0.09628552434505845,"[0.4000439585006729, 0.022226369372153276, 0.24971124619738722]","[2.9036086515748183, 4.126241478107331, 5.62716887815062]","[-0.344870325183787, 0.11505561821998866, -0.34142945036113426]"
1,0,2,0,0.09628552434505845,"[0.007237742851212148, 0.2210201258587654, 0.25207849467413557]","[4.027585296571349, 5.852555221413696, 2.207625260163027]","[-0.4840705789934482, -0.11344698997255565, 0.27362162789190425]"
1,0,3,0,0.09628552434505845,"[0.47205785025613545, 0.4755261628015013, 0.36548368903203726]","[3.2778923427034874, 5.677979946524174, 3.090766249181732]","[-0.01856662826552069, 0.19903549895960826, -0.3717114152753759]"
1,0,4,0,0.09628552434505845,"[0.2593097990711985, 0.16361254532489483, 0.16480493911705962]","[4.754686444466653, 1.2008358437231632, 0.14493425970000057]","[-0.48116424294303284, -0.25816823964214, -0.128919532164824]"
1,0,5,0,0.09628552434505845,"[0.2727117678214286, 0.1252463592489051, 0.19184105600339618]","[2.310049731457009, 4.510297996671967, 2.686793168216674]","[0.1590693906563614, 0.4208579443879371, -0.4391730388575489]"
1,0,1,1,3.0372395592702226,"[0.2390575306232502, 0.1998177369409696, 0.2957114918024697]","[1.0037571787269624, 4.547354578014661, 3.574944784304026]","[0.2762248111999194, 0.3418069894006771, -0.48336790588714174]"
1,0,2,1,3.0372395592702226,"[0.42833607800682183, 0.24623658719589597, 0.018498522575817522]","[0.17423138886819586, 3.8649857962198872, 2.734247119578165]","[0.21449154740303333, -0.19446165981662078, -0.49921130480705067]"
1,0,3,1,3.0372395592702226,"[0.2104775966620379, 0.08735863122077009, 0.23247842766663906]","[5.7449307235491505, 4.895820951806777, 2.4272002339934384]","[-0.2278513036876053, 0.1923270971474682, -0.13709212202269105]"
1,0,4,1,3.0372395592702226,"[0.2907335431140585, 0.3990850851175716, 0.11863513953195925]","[2.662881627776404, 2.9692008652593946, 3.1601196000456837]","[-0.27884120222304976, 0.16165557496677452, 0.4148642967321222]"
1,0,5,1,3.0372395592702226,"[0.1512183198989029, 0.43514079496169955, 0.2814296016600007]","[1.3958407415748906, 3.247574615643109, 2.0590523448039773]","[0.3503016273666658, -0.24065399049113012, -0.151652547639908]"
1,0,1,2,0.007455953033777171,"[0.43900418153360204, 0.45744714620534044, 0.013003203098631344]","[1.6618645839312656, 2.9617815437908797, 0.7497213085287369]","[0.05672517429346402, 0.2787517483774513, -0.25023649524983893]"
1,0,2,2,0.007455953033777171,"[0.4253166453284215, 0.3051524629372554, 0.12001255935647415]","[0.730688537963243, 4.337576810569232, 2.4031290386141855]","[0.12303387982143787, -0.2443836621827914, 0.0898886108119844]"
