Run,Generation,Leg Index,Individual Index,Fitness,Amplitude,Phase,Offset
1,0,3,16,5.982235965472799,"[0.2587914829494025, 0.4452992469940801, 0.47244996827278657]","[4.834646652055006, 5.166059355948682, 0.36446891491333233]","[0.05708749829288584, -0.2708582488427337, -0.2005626788625029]"
1,0,4,16,5.981378235271833,"[0.20157435251612982, 0.299375140452285, 0.2075607439176793]","[3.9258240692124295, 3.656236783380577, 2.4581462867241166]","[-0.11234232435107205, 0.35230331681234683, 0.3064555241685414]"
1,0,0,17,8.368926024840842,"[0.4936396184610046, 0.268457459760793, 0.41724919856823045]","[4.809992582372568, 5.017702864255793, 5.011861031645047]","[0.06549773355803012, -0.03175174168515904, -0.28184916860288733]"
1,0,1,17,8.368370144885525,"[0.4699734214504696, 0.39867166933110343, 0.2813909348793883]","[4.275303398085139, 3.1698787946552476, 3.4732966945545876]","[0.03214939792515248, 0.1286682541538524, -0.3463093932435577]"
1,0,2,17,8.383212598262016,"[0.10931037039944769, 0.33350926039965545, 0.01872262046004103]","[2.8593849218822758, 4.898277448957524, 4.858900791438267]","[0.15184756421549006, -0.24528393967705342, -0.11580469376851588]"
1,0,3,17,8.396735554593175,"[0.4691606958345499, 0.21004114874613217, 0.4374087970434237]","[2.5455630539330145, 4.886080861589759, 1.78446024600046]","[-0.07086735389272625, 0.0506673155331141, -0.391087134932107]"
1,0,4,17,8.411346242648968,"[0.24766040359142144, 0.37644736846724186, 0.30898348592640135]","[2.9596892483131496, 0.5373420462775711, 0.278726517183305]","[-0.34473857884265247, 0.40319660158670945, 0.39769664328945564]"
1,0,0,18,6.5061812643496655,"[0.2303523586133715, 0.2066621734123293, 0.1099783914795685]","[5.742408913929495, 5.20883695453747, 4.540989119370841]","[0.18735867238392268, 0.46790329475650905, 0.1391379384263446]"
1,0,1,18,6.505999623929293,"[0.22243353939478316, 0.09150212541774821, 0.44872982132982697]","[2.106315681891402, 1.2953161321900692, 3.1749443993631012]","[0.1400414623385553, 0.36341073059650975, 0.32530017084392837]"
1,0,2,18,6.5058179218820875,"[0.16826634248166022, 0.37263768478647774, 0.33029023119908846]","[1.1108326359215053, 1.8205823345554921, 0.9963851436948615]","[-0.4902395637086159, -0.39939304754094174, 0.20586396331259826]"
1,0,3,18,6.505637189462256,"[0.450016295659296, 0.2544879835970342, 0.13294984336934612]","[2.496580538553338, 2.0052609082764303, 3.1424368383307066]","[0.004928435898894468, -0.03074294181970827, 0.3735093197383439]"
1,0,4,18,6.50545682953665,"[0.41685848412868026, 0.47052191297489293, 0.28132399039338774]","[1.83358750900679, 5.65416996933951, 1.852798995779818]","[-0.028587238611000876, -0.22526608736470866, 0.49244404299084876]"
1,0,0,19,11.261309234728518,"[0.48464386356176214, 0.020529962444609418, 0.35799973898796345]","[2.192793745410553, 1.3638261378462926, 0.9211379219308027]","[-0.4014191383718628, 0.22844893140132017, 0.3352272891155612]"
1,0,1,19,11.261694757766616,"[0.46004772552926754, 0.4306243096136893, 0.4159969713797238]","[0.16700361567104247, 3.4795918613925996, 1.2828639548163823]","[-0.10587133359642087, -0.21559853892993042, 0.009085104939581257]"
1,0,2,19,11.26209502373668,"[0.014896670912185606, 0.04533119435108218, 0.35241273854817273]","[0.710768979396075, 4.852791276469077, 1.9212158978899598]","[0.4991568888618162, 0.207239691145212, 0.3126152469193956]"
1,0,3,19,11.262505762157875,"[0.13328344244025647, 0.2602197773922566, 0.31362266709773934]","[1.1571150110520636, 3.680955061916279, 4.049633711937985]","[-0.21414773997992698, 0.20355398413511006, 0.0783770589421039]"
1,0,4,19,11.262922960056901,"[0.33320956740076957, 0.17196258678904724, 0.126660517930465]","[3.4823598540549243, 5.843598406764311, 2.0750849612494395]","[0.32169381857285484, 0.4376574548527612, 0.07730893998043342]"
1,0,0,20,6.6050925658465465,"[0.16220032962959702, 0.02182046986954611, 0.27842499763755646]","[3.352771871978236, 3.106006081692851, 2.5094777816809306]","[-0.12096115415027131, -0.2931887819039789, -0.3565409710153141]"
1,0,1,20,6.604620411729934,"[0.4227751414845428, 0.4006748835090772, 0.19122945204659475]","[6.065275620314712, 2.0609009058053362, 0.6195503766935231]","[0.31134557531438, -0.08124197181139603, 0.36175055952555835]"
1,0,2,20,6.604148018477464,"[0.3956301184032161, 0.05329680840876594, 0.42233983828630667]","[0.35097944896740985, 5.734567915458347, 4.657698598981434]","[-0.0050145099288161354, -0.35903484062805646, 0.11549983427987276]"
1,0,3,20,6.603673319626954,"[0.20992426662089736, 0.2022077582345197, 0.37693790399677596]","[1.6443127494826983, 1.8519956284277097, 3.495161212462151]","[-0.34724697313809905, 0.02689931663468914, -0.2629509043037319]"
1,0,4,20,6.60319666335013,"[0.17198457562942243, 0.3458661455497835, 0.28646638260951823]","[2.9552882174701494, 4.042278626005247, 0.6734792547680785]","[-0.0487126294886282, -0.12685619256551572, -0.2812420160780872]"
1,0,0,21,6.621845471843969,"[0.40966115827472294, 0.4650230699252629, 0.48930067514846687]","[3.706911494369842, 5.698755520053553, 3.6032182433725692]","[-0.014320585767257588, -0.447618975906913, 0.480851306724451]"
1,0,1,21,6.620837857287777,"[0.09406170993141172, 0.18886971135322067, 0.16775074803805323]","[4.490308998532442, 2.0351299105303235, 0.06577697841356847]","[0.4876533334104064, -0.10892796544786632, 0.29907357197110507]"
1,0,2,21,6.619826218233608,"[0.17145150094981448, 0.10930615646577357, 0.10738053147551918]","[1.255468202331852, 3.176499597082624, 5.3904994111038755]","[0.17794535641388431, 0.49852557558654875, -0.12444314257717748]"
1,0,3,21,6.618808902135864,"[0.2789737437794668, 0.454396035704354, 0.30015564224196883]","[3.4062458970891534, 3.8504381494552224, 4.86286289814272]","[-0.05654856830735733, 0.49320823271917147, -0.15554903670748477]"
1,0,4,21,6.6177819338260715,"[0.3855716722218856, 0.420097289330682, 0.30348929452783374]","[2.8124032522261913, 1.4560614822220195, 2.8349757190757474]","[-0.320388507906326, 0.30983822078928525, -0.06078136532818279]"
1,0,0,22,6.154260125056357,"[0.3744010856766171, 0.4380737814482764, 0.1518901229747836]","[3.4330823768909293, 1.8744338503336357, 6.156931596557968]","[-0.34098466196083266, 0.2653470992139474, 0.1786814293580299]"
1,0,1,22,6.154495530278061,"[0.12287658553529801, 0.2579932408371003, 0.49195389244323595]","[2.6649110146613637, 5.00655020064811, 4.443333381254511]","[0.4649149315824114, 0.1706678292746867, 0.3506922781051781]"
1,0,2,22,6.15473030125434,"[0.3555154011219565, 0.11705886644578734, 0.37302287884917024]","[4.692888144892528, 5.215040109764039, 0.47759758153255183]","[-0.23144801376646928, -0.1343841693702862, 0.34954752280932155]"
1,0,3,22,6.154965196745608,"[0.25446534001900734, 0.030187045476548435, 0.05199156142287176]","[1.4267347031567381, 3.0661217355416004, 5.556614216084185]","[0.42984208862028306, -0.3592495255135595, 0.18984534406416287]"
1,0,4,22,6.155200986018422,"[0.3785402966329253, 0.02169638353771436, 0.34529535089196306]","[1.259720764736025, 2.2337297407940198, 1.0301689003406396]","[-0.19318670744821698, 0.2425109656108012, 0.23112191410092808]"
1,0,0,23,5.08789975546979,"[0.43534947390248335, 0.44755263577003584, 0.04894186856430982]","[1.3935282012138779, 1.0835826492851357, 6.271054750392017]","[-0.3056464110144196, -0.33055734821189, 0.04204198334582698]"
1,0,1,23,5.105752140015848,"[0.24424339744127338, 0.3939146468217978, 0.14977673445810036]","[0.9026409423253362, 3.5414719113122572, 5.732415325806853]","[0.09938364010190903, -0.46344177577198775, 0.14095513614944888]"
1,0,2,23,5.120098349302629,"[0.3554963556346526, 0.47027269302945574, 0.01520464566581492]","[3.712838461896065, 1.9251240573675819, 1.228358069204003]","[-0.10927820979636027, -0.09663432124687876, 0.4352609411806294]"
1,0,3,23,5.132914625227904,"[0.28260276068318996, 0.2876635267362587, 0.2101075721116923]","[4.4883500692948655, 3.878376843975868, 2.940797227416162]","[-0.035153457464794036, 0.42290161407755766, -0.0470323282411258]"
1,0,4,23,5.148487857165726,"[0.47205602553287795, 0.09563919510720759, 0.3677223136680377]","[5.239800934306697, 1.8732702104511338, 6.2701701971025665]","[-0.05056465192612869, 0.28686131781755475, 0.30928521484541893]"
1,0,0,24,6.34427468700149,"[0.1508813653996784, 0.200366687770951, 0.0139034289170053]","[5.104084215013153, 4.206293109912357, 5.174846294598155]","[0.4766055228811158, 0.3013745953313334, 0.29116374591078276]"
1,0,1,24,6.344056777358209,"[0.4496121868059112, 0.11972511544001263, 0.015798211721298916]","[1.633046132694187, 4.510257832880193, 5.353345537451428]","[-0.3104056808372544, 0.3576686741469036, 0.37577920018232425]"
1,0,2,24,6.343838463702405,"[0.44452610905616036, 0.037746852013641696, 0.034929410439767605]","[0.7139442160291739, 3.6502057279461155, 4.551329669735473]","[0.0316517734597872, -0.06395197264338726, -0.32565560781281644]"
1,0,3,24,6.3436201148781866,"[0.01461449941477061, 0.15418756089982355, 0.4504333228027607]","[1.875323232738211, 2.7221132315177106, 3.580970863360151]","[-0.21368868424186316, -0.00043094627181983203, 0.4589835474396916]"
1,0,4,24,6.343401460456706,"[0.43508661288659417, 0.2620757891676989, 0.0881847195171504]","[2.0192865079112345, 0.32683619269913144, 4.045190323327675]","[-0.24000767798910105, -0.23767260880152863, 0.49500577418076996]"
